Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;19;Serviço;170131-90018/2022;Contratação de serviços de reforma de telhas do 24 andar - SRA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;19224;CONSTRUÇÃO / MANUTENÇÃO / REFORMA - TELHADO;M2;1500,0000;100,0000;150000,0000;0,0000;31/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;20;Serviço;170131-90019/2022;Contratação de serviços de seguro veicular;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;713;SERVIÇOS DE SEGUROS E DE PENSÕES(EXCETO SERVIÇO DE RESEGURO)EXCETO SERVIÇOS DE SEGURIDADE SOCIAL COMPULSÓRIA;;;906;SEGURO / GARANTIA;UN;12,0000;2874,1800;34490,1600;0,0000;27/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;21;Serviço;170131-90020/2022;Contratação de serviços para fechamento da escada social - edifício sede;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;1200000,0000;0,0000;10/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;22;Serviço;170131-90021/2022;Contratação de serviço de gerenciamento de frota;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3565;MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS;UN;12,0000;44124,6200;529495,4400;0,0000;12/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;23;Serviço;170131-90022/2022;Contratação de serviços para substituição da tubulação do ar condicionado central - edifício sede;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;100000,0000;0,0000;14/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;24;Serviço;170131-90023/2022;Contratação de empresa especializada em terceirização administrativa;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;;;-;0,0000;0,0000;862547,5200;0,0000;21/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;25;Serviço;170131-90024/2022;Contratação de empresa para assessoria e emissão de habite-se do edifício-sede;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;350000,0000;0,0000;12/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;26;Serviço;170131-90027/2022;Contratação de serviços de chaveiro;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;3703,7600;0,0000;06/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;27;Serviço;170131-90025/2022;Fornecimento, o gerenciamento e o controle de aquisição de combustíveis com uso de cartão eletrônico;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;25372;CONTROLE DE ABASTECIMENTO DE VEÍCULOS;UN;12,0000;46362,9700;556355,6400;0,0000;01/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;28;Serviço;170131-90026/2022;Serviço de AVN (material de escritório);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;850;CONSULTORIA E ASSESSORIA - ADMINISTRAÇÃO DE MATERIAL;UN;1,0000;80000,0000;80000,0000;0,0000;08/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;29;Material;170131-90001/2022;Aquisição de equipamentos/acessórios eletrônicos/TI;CNBS (Catálogo Nacional de Bens e Serviços);Material;7020;IMPRESSORAS;;;;;-;0,0000;0,0000;400,0000;0,0000;04/04/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;30;Material;170131-90001/2022;Aquisição de equipamentos/acessórios eletrônicos/TI;CNBS (Catálogo Nacional de Bens e Serviços);Material;5965;FONES, MICROFONES E ALTO-FALANTES;;;;;-;0,0000;0,0000;9000,0000;0,0000;04/04/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;31;Material;170131-90001/2022;Aquisição de equipamentos/acessórios eletrônicos/TI;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;13500,0000;0,0000;04/04/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;32;Material;170131-90001/2022;Aquisição de equipamentos/acessórios eletrônicos/TI;CNBS (Catálogo Nacional de Bens e Serviços);Material;6140;BATERIAS RECARREGÁVEIS;;;;;-;0,0000;0,0000;5600,0000;0,0000;04/04/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;33;Serviço;170131-90002/2022;Registro de Preços para eventuais serviços relacionados a realização de eventos: buffet, sonorização;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;14591;PROMOÇÃO DE EVENTO;UN;600,0000;81,0000;48600,0000;0,0000;12/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;34;Serviço;170131-90002/2022;Registro de Preços para eventuais serviços relacionados a realização de eventos: buffet, sonorização;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;731;SERVIÇOS DE LEASING OU ALUGUEL VEÍCULOS A MOTOR, FERROVIÁRIOEMBARCAÇÕES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;;;12556;LOCAÇÃO DE EQUIPAMENTO AUDIOVISUAL / SOM / VÍDEO / FILMAGEM;UN;6,0000;6008,0000;36048,0000;0,0000;12/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;35;Material;170131-90003/2022;Aquisição de veículo para atendimento das necessidades da CGU;CNBS (Catálogo Nacional de Bens e Serviços);Material;2320;VEÍCULOS SOBRE RODAS;;;;;-;0,0000;0,0000;150000,0000;0,0000;11/08/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;36;Material;170131-90004/2022;Registro de Preços para aquisição de pneus;CNBS (Catálogo Nacional de Bens e Serviços);Material;2610;PNEUS E CÂMARAS DE AR, EXCETO OS DE AERONAVES;577;PNEU VEÍCULO AUTOMOTIVO;;;-;0,0000;0,0000;86496,2300;0,0000;09/08/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;37;Material;170131-90005/2022;Substituição das bombas de esgoto de águas pluviais do edifício sede do ME;CNBS (Catálogo Nacional de Bens e Serviços);Material;4320;BOMBAS MANUAIS E MECÂNICAS;3795;BOMBA SUBMERSA PEÇAS E ACESSÓRIOS;;;-;0,0000;0,0000;40000,0000;0,0000;13/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;38;Serviço;170131-90006/2022;Contratação de serviços de projeto executivo e restauração ambiental;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;949;OUTROS SERVIÇOS DE PROTEÇÃO AMBIENTAL N.C.P;;;13196;RECUPERAÇÃO DE ECOSSISTEMA AGREDIDO;UN;1,0000;4866150,1300;4866150,1300;0,0000;08/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;39;Serviço;170131-90006/2022;Contratação de serviços de projeto executivo e restauração ambiental;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;949;OUTROS SERVIÇOS DE PROTEÇÃO AMBIENTAL N.C.P;;;13196;RECUPERAÇÃO DE ECOSSISTEMA AGREDIDO;UN;1,0000;500000,0000;500000,0000;0,0000;08/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;40;Serviço;170131-90007/2022;Manutenção de elevadores;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;11/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;41;Serviço;170131-90007/2022;Manutenção de elevadores;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;21342;AUTOMATIZAÇÃO PORTA DE VIDRO - INSTALAÇÃO / MANUTENÇÃO;UN;1,0000;18319,0000;18319,0000;0,0000;11/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;42;Serviço;170131-90028/2022;Serviços gráficos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;12000,0000;0,0000;04/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;43;Serviço;170131-90028/2022;Serviços gráficos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;7800,0000;0,0000;04/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;44;Serviço;170131-90028/2022;Serviços gráficos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;762,0000;0,0000;04/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;45;Serviço;170131-90028/2022;Serviços gráficos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;2320,0000;0,0000;04/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;46;Serviço;170131-90028/2022;Serviços gráficos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;32400,0000;0,0000;04/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;47;Material;170131-90039/2022;Aquisições de materiais de engenharia;CNBS (Catálogo Nacional de Bens e Serviços);Material;5680;MATERIAIS DIVERSOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;150000,0000;0,0000;07/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;48;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;430000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;49;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;946000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;50;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;340000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;51;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;150000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;52;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;1500000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;53;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;1540000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;54;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;1350000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;55;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;50000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;56;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;60000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;57;Obras e Serviços de Engenharia;170131-90040/2022;Serviços gerais de engenharia em reparos e refrigeração;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;300000,0000;0,0000;17/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;58;Serviço;170131-90041/2022;Serviço de reabastecimento;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;863;SERVIÇOS RELATIVOS A ELETRICIDADE,GÁS, E A DISTRIBUIÇÃO DE ÁGUA;;;22608;INSTALAÇÃO / MANUTENÇÃO CENTRAL GÁS;UN;1,0000;60000,0000;60000,0000;0,0000;10/08/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;59;Obras e Serviços de Engenharia;170131-90042/2022;Projeto arquitetônico;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;51;ESTUDOS E PROJETOS URBANÍSTICOS / PAISAGÍSTICOS / ARQUITETÔ-NICOS;UN;1,0000;170000,0000;170000,0000;0,0000;11/09/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;60;Material;170131-90044/2022;Aquisições de materiais para obras e instalações elétricas;CNBS (Catálogo Nacional de Bens e Serviços);Material;6145;FIOS E CABOS ELÉTRICOS;;;;;-;0,0000;0,0000;300000,0000;0,0000;03/07/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;61;Material;170131-90045/2022;Aquisição de divisórias;CNBS (Catálogo Nacional de Bens e Serviços);Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;1000000,0000;0,0000;01/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SP;170131;62;Serviço;170131-90046/2022;Abastecimento e limpeza de tanques de combustível de geradores do ed. Sede da PRFN3.;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2356;MANUTENÇÃO DE GRUPOS DIESEL GERADOR DE EMERGÊNCIA;UN;1,0000;12000,0000;12000,0000;0,0000;02/08/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;94;Serviço;170133-90040/2023;Tradução Juramentada;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;523;ESTUDOS E PROJETOS DE SISTEMAS DE PROTEÇÃO CONTRA   INCÊNCIO;UN;1,0000;58225,8700;58225,8700;0,0000;17/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;95;Serviço;170133-90040/2023;Tradução Juramentada;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;2120,0000;0,0000;17/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;96;Serviço;170133-90040/2023;Tradução Juramentada;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;25000,0000;0,0000;17/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;98;Material;170133-90038/2023;rotulador;CNBS (Catálogo Nacional de Bens e Serviços);Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;7965,0800;0,0000;14/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;97;Material;170133-90037/2023;Aquisição de lanchas;CNBS (Catálogo Nacional de Bens e Serviços);Material;1990;EMBARCACOES DIVERSAS;;;;;-;0,0000;0,0000;28356717,3700;0,0000;29/12/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;86;Material;170133-90029/2023;Uniformes táticos para Direp;CNBS (Catálogo Nacional de Bens e Serviços);Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;;;;;-;0,0000;0,0000;1448976,3900;0,0000;30/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;87;Serviço;170133-90028/2023;Vigilância patrimonial;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;663885,7100;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;89;Material;170133-90026/2023;Lacres aduaneiros;CNBS (Catálogo Nacional de Bens e Serviços);Material;5325;DISPOSITIVOS PARA FIXAÇÃO;;;;;-;0,0000;0,0000;9660,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;72;Serviço;170133-90026/2022;Postos - Controlador de Acesso;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;;;-;0,0000;0,0000;321205,5000;0,0000;07/06/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;1;Serviço;170133-90008/2022;Telefonia fixa (STFC);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;1293601,0500;0,0000;30/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;2;Material;170133-90004/2022;Mobiliário;CNBS (Catálogo Nacional de Bens e Serviços);Material;7105;MOBILIÁRIO DOMÉSTICO;;;;;-;0,0000;0,0000;11340,0000;0,0000;03/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;3;Material;170133-90004/2022;Mobiliário;CNBS (Catálogo Nacional de Bens e Serviços);Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;12600,0000;0,0000;03/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;4;Material;170133-90004/2022;Mobiliário;CNBS (Catálogo Nacional de Bens e Serviços);Material;7105;MOBILIÁRIO DOMÉSTICO;;;;;-;0,0000;0,0000;15750,0000;0,0000;03/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;5;Serviço;170133-90009/2022;Telefonia móvel e modens;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;379302,8400;0,0000;01/12/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;6;Serviço;170133-90009/2022;Telefonia móvel e modens;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;520092,0900;0,0000;01/12/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;7;Material;170133-90006/2022;Carimbos;CNBS (Catálogo Nacional de Bens e Serviços);Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;17600,0000;0,0000;03/01/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;8;Material;170133-90005/2022;Eletrodomésticos;CNBS (Catálogo Nacional de Bens e Serviços);Material;4120;EQUIPAMENTO DE AR CONDICIONADO;;;;;-;0,0000;0,0000;31500,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;9;Material;170133-90005/2022;Eletrodomésticos;CNBS (Catálogo Nacional de Bens e Serviços);Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;;;;;-;0,0000;0,0000;4116,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;10;Material;170133-90005/2022;Eletrodomésticos;CNBS (Catálogo Nacional de Bens e Serviços);Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;;;;;-;0,0000;0,0000;2100,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;11;Material;170133-90005/2022;Eletrodomésticos;CNBS (Catálogo Nacional de Bens e Serviços);Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;;;;;-;0,0000;0,0000;31500,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;12;Material;170133-90005/2022;Eletrodomésticos;CNBS (Catálogo Nacional de Bens e Serviços);Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;;;;;-;0,0000;0,0000;8820,0000;0,0000;31/07/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;13;Material;170133-90007/2022;Projetores multimídia;CNBS (Catálogo Nacional de Bens e Serviços);Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;;;;;-;0,0000;0,0000;25200,0000;0,0000;02/10/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;14;Serviço;170133-90038/2022;Postos - Ajudantes Gerais;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;;;-;0,0000;0,0000;351070,9000;0,0000;01/12/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;15;Serviço;170133-90044/2022;Outsourcing Purificadores de Água;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;;;-;0,0000;0,0000;77868,0000;0,0000;30/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;16;Serviço;170133-90017/2022;Solução para deficientes auditivos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;;;-;0,0000;0,0000;120000,0000;0,0000;03/10/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;17;Serviço;170133-90017/2022;Solução para deficientes auditivos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;399908,0000;0,0000;03/10/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;18;Serviço;170133-90015/2022;Água e esgoto;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;863;SERVIÇOS RELATIVOS A ELETRICIDADE,GÁS, E A DISTRIBUIÇÃO DE ÁGUA;;;;;-;0,0000;0,0000;356895,0000;0,0000;03/01/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;19;Serviço;170133-90039/2022;Postos - Recepcionistas e Secretários;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;56,0000;47239,8000;2645428,8000;0,0000;01/12/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;20;Serviço;170133-90040/2022;Postos - Mensageiros;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;8,0000;42202,8500;337622,8000;0,0000;30/11/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;21;Serviço;170133-90045/2022;Agenciamento/Intermediação de Transporte Terrestre;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;679;SERVIÇOS AUXILIARES E OUTROS SERVIÇOS DE TRANSPORTE AUXILIAR;;;;;-;0,0000;0,0000;130072,6400;0,0000;05/09/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;22;Serviço;170133-90012/2022;Coffee break;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;101077,2000;0,0000;03/01/2023
SUP.REGIONAL RECEITA FEDERAL DA 8A.RF/SP;170133;23;Serviço;170133-90018/2022;Chaveiro;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;17600,0000;0,0000;03/01/2023
